time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1733763419.30770659,0.00712450,3196,0.00062890,0.00000000,0,0.00000000,18372,18530,401,0.00010429
1733763419.30770659,0.00508624,3196,0.00035751,0.00000000,0,0.00000000,18530,18615,203,0.00010525
1733763419.37670803,0.00588311,2833,0.00027315,0.00000000,0,0.00000000,18615,18667,149,0.00009881
1733763419.37670803,0.00394628,2833,0.00013158,0.00000000,0,0.00000000,18667,18700,68,0.00010757
1733763419.44870973,0.00710453,3262,0.00072289,0.00000000,0,0.00000000,18700,18795,433,0.00010730
1733763419.44870973,0.00733494,3262,0.00059174,0.00000000,0,0.00000000,18795,18862,222,0.00012957
1733763419.51771116,0.00633635,2508,0.00053589,0.00000000,0,0.00000000,18862,18929,284,0.00010977
1733763419.51771116,0.00504952,2508,0.00023835,0.00000000,0,0.00000000,18929,18924,129,0.00007432
1733763419.58671260,0.00785282,2486,0.00087078,0.00000000,0,0.00000000,18924,19021,290,0.00012074
1733763419.58671260,0.00558282,2486,0.00044534,0.00000000,0,0.00000000,19021,19064,149,0.00010798
1733763419.65571404,0.00826417,3119,0.00077116,0.00000000,0,0.00000000,19064,19291,416,0.00011836
1733763419.65571404,0.00493582,3119,0.00054152,0.00000000,0,0.00000000,19291,19354,218,0.00010441
1733763419.72471547,0.00647714,3027,0.00037774,0.00000000,0,0.00000000,19136,19185,208,0.00007961
1733763419.72471547,0.00520011,3027,0.00021940,0.00000000,0,0.00000000,19185,19215,95,0.00010389
1733763419.79371691,0.00706718,3292,0.00063231,0.00000000,0,0.00000000,19215,19436,423,0.00005728
1733763419.79371691,0.00596546,3292,0.00036076,0.00000000,0,0.00000000,19265,19410,217,0.00010907
1733763419.85971832,0.00500629,2221,0.00040144,0.00000000,0,0.00000000,19410,19557,277,0.00010811
1733763419.85971832,0.00390704,2221,0.00025049,0.00000000,0,0.00000000,19557,19605,139,0.00009336
1733763419.93172002,0.00484841,2349,0.00058332,0.00000000,0,0.00000000,19605,19837,270,0.00010810
1733763419.93172002,0.00397682,2349,0.00029158,0.00000000,0,0.00000000,19216,19298,134,0.00009968
1733763420.00072145,0.00573342,3243,0.00060397,0.00000000,0,0.00000000,19298,19593,441,0.00006374
1733763420.00072145,0.00897454,3243,0.00066661,0.00000000,0,0.00000000,19593,19697,223,0.00009844
1733763420.06672287,0.00790443,2974,0.00051168,0.00000000,0,0.00000000,19697,19802,179,0.00009202
1733763420.06672287,0.00826934,2974,0.00030038,0.00000000,0,0.00000000,19802,19804,82,0.00011741
1733763420.13572431,0.00889435,3428,0.00071648,0.00000000,0,0.00000000,19804,20068,426,0.00008893
1733763420.13572431,0.00548446,3428,0.00044014,0.00000000,0,0.00000000,20068,20145,233,0.00011164
1733763420.20472574,0.00576066,2385,0.00047700,0.00000000,0,0.00000000,20145,20282,291,0.00011054
1733763420.20472574,0.00538118,2385,0.00039977,0.00000000,0,0.00000000,20282,20278,153,0.00010136
1733763420.27072716,0.00755008,2478,0.00075571,0.00000000,0,0.00000000,20278,20438,319,0.00006747
1733763420.27072716,0.00598417,2478,0.00053381,0.00000000,0,0.00000000,20438,20485,182,0.00006631
1733763420.33972859,0.00639216,2713,0.00065635,0.00000000,0,0.00000000,20485,20654,431,0.00011551
1733763420.33972859,0.00479038,2713,0.00041383,0.00000000,0,0.00000000,20654,20690,220,0.00012082
1733763420.41173029,0.00661941,2756,0.00044174,0.00000000,0,0.00000000,20690,20720,235,0.00005730
1733763420.41173029,0.00574159,2756,0.00019147,0.00000000,0,0.00000000,20720,20780,110,0.00012224
1733763420.47773147,0.00972876,3700,0.00086154,0.00000000,0,0.00000000,20780,20943,483,0.00009181
1733763420.47773147,0.00889768,3700,0.00077094,0.00000000,0,0.00000000,20943,20971,244,0.00009929
1733763420.54673314,0.00660287,2729,0.00049770,0.00000000,0,0.00000000,20971,21075,280,0.00010658
1733763420.54673314,0.00614061,2729,0.00024826,0.00000000,0,0.00000000,21075,21105,139,0.00005454
1733763420.61873460,0.00550266,2617,0.00078685,0.00000000,0,0.00000000,21105,21083,367,0.00010648
1733763420.61873460,0.00462134,2617,0.00039188,0.00000000,0,0.00000000,21083,21094,182,0.00009334
1733763420.68173599,0.00746315,2796,0.00069893,0.00000000,0,0.00000000,21094,21335,451,0.00011561
1733763420.68173599,0.00480390,2796,0.00047392,0.00000000,0,0.00000000,21335,21313,222,0.00009745
1733763420.75373745,0.00771845,2873,0.00046270,0.00000000,0,0.00000000,21313,21409,179,0.00005026
1733763420.75373745,0.00509541,2873,0.00018718,0.00000000,0,0.00000000,21409,21410,90,0.00008366
1733763420.82273889,0.00865509,3421,0.00062563,0.00000000,0,0.00000000,21410,21654,425,0.00009367
1733763420.82273889,0.00665625,3421,0.00041370,0.00000000,0,0.00000000,20023,20229,207,0.00008790
1733763420.89174032,0.00628451,2520,0.00031770,0.00000000,0,0.00000000,20229,20456,250,0.00007252
1733763420.89174032,0.00573705,2520,0.00022572,0.00000000,0,0.00000000,20456,20528,136,0.00010905
1733763420.96074200,0.00491568,2247,0.00034232,0.00000000,0,0.00000000,20528,20709,253,0.00011790
1733763420.96074200,0.00544568,2247,0.00028729,0.00000000,0,0.00000000,20709,20767,110,0.00009714
1733763421.02974343,0.00838878,3238,0.00090900,0.00000000,0,0.00000000,20767,20997,428,0.00014607
1733763421.02974343,0.00619747,3238,0.00036270,0.00000000,0,0.00000000,20997,21085,223,0.00005457
1733763421.10174489,0.00620558,2973,0.00040965,0.00000000,0,0.00000000,21085,21144,206,0.00009327
1733763421.10174489,0.00581161,2973,0.00023553,0.00000000,0,0.00000000,21144,21152,100,0.00011187
1733763421.16774631,0.00620205,3146,0.00048594,0.00000000,0,0.00000000,21152,21316,356,0.00009429
1733763421.16774631,0.00557485,3146,0.00028897,0.00000000,0,0.00000000,21316,21344,157,0.00011318
1733763421.23974776,0.00531266,2571,0.00047178,0.00000000,0,0.00000000,21344,21489,310,0.00011036
1733763421.23974776,0.00555678,2571,0.00033055,0.00000000,0,0.00000000,21489,21505,150,0.00010797
1733763421.30874920,0.00603724,2848,0.00043892,0.00000000,0,0.00000000,21505,21600,251,0.00009849
1733763421.30874920,0.00590387,2848,0.00052272,0.00000000,0,0.00000000,21600,21557,123,0.00008948
1733763421.37775087,0.00580502,3931,0.00062463,0.00000000,0,0.00000000,21557,21609,372,0.00012217
1733763421.37775087,0.00693172,3931,0.00050133,0.00000000,0,0.00000000,21609,21676,187,0.00008831
1733763421.44675231,0.00565456,2936,0.00039014,0.00000000,0,0.00000000,21676,21767,219,0.00009227
1733763421.44675231,0.00558950,2936,0.00027332,0.00000000,0,0.00000000,21767,21733,103,0.00010547
1733763421.51575375,0.00561488,2779,0.00041447,0.00000000,0,0.00000000,21733,21781,238,0.00005536
1733763421.51575375,0.00485478,2779,0.00021719,0.00000000,0,0.00000000,21781,21829,112,0.00008099
1733763421.58175516,0.00756881,3139,0.00073157,0.00000000,0,0.00000000,21829,21935,316,0.00010031
1733763421.58175516,0.00551129,3139,0.00031045,0.00000000,0,0.00000000,21935,21926,139,0.00006074
1733763421.65375662,0.00727640,3436,0.00060910,0.00000000,0,0.00000000,21926,21965,218,0.00010647
1733763421.65375662,0.00747237,3436,0.00018711,0.00000000,0,0.00000000,21965,22015,106,0.00008686
1733763421.71975803,0.00462620,3400,0.00055471,0.00000000,0,0.00000000,22015,22081,297,0.00012212
1733763421.71975803,0.00552239,3400,0.00042587,0.00000000,0,0.00000000,22081,22109,135,0.00012174
1733763421.79175973,0.00602932,2709,0.00066237,0.00000000,0,0.00000000,22109,22073,186,0.00009313
1733763421.79175973,0.00497130,2709,0.00019804,0.00000000,0,0.00000000,22073,22106,88,0.00013144
1733763421.86076117,0.00719535,2998,0.00069943,0.00000000,0,0.00000000,22106,22170,247,0.00008730
1733763421.86076117,0.00600416,2998,0.00037477,0.00000000,0,0.00000000,22170,22195,123,0.00010771
1733763421.92976260,0.00807749,3857,0.00111255,0.00000000,0,0.00000000,22195,22154,304,0.00011163
1733763421.92976260,0.00613390,3857,0.00030698,0.00000000,0,0.00000000,22154,22206,162,0.00009212
1733763421.99876404,0.00513326,3192,0.00027072,0.00000000,0,0.00000000,22206,22301,173,0.00010930
1733763421.99876404,0.00354691,3192,0.00020887,0.00000000,0,0.00000000,22301,22313,91,0.00011318
1733763422.06776547,0.00564051,3178,0.00043087,0.00000000,0,0.00000000,22313,22472,289,0.00010512
1733763422.06776547,0.00451975,3178,0.00027549,0.00000000,0,0.00000000,22472,22501,156,0.00008038
1733763422.13676691,0.00643617,2864,0.00067780,0.00000000,0,0.00000000,22501,22643,287,0.00008871
1733763422.13676691,0.00358160,2864,0.00025718,0.00000000,0,0.00000000,22643,22646,141,0.00011399
1733763422.20576835,0.00746308,3417,0.00034234,0.00000000,0,0.00000000,22646,22750,196,0.00010188
1733763422.20576835,0.00622956,3417,0.00033223,0.00000000,0,0.00000000,22750,22712,105,0.00009643
1733763422.27176976,0.00722698,3666,0.00078518,0.00000000,0,0.00000000,22712,22818,324,0.00011397
1733763422.27176976,0.00573220,3666,0.00030289,0.00000000,0,0.00000000,22492,22603,163,0.00009297
1733763422.34377146,0.00614830,3275,0.00048747,0.00000000,0,0.00000000,22603,22591,246,0.00010662
1733763422.34377146,0.00529195,3275,0.00024241,0.00000000,0,0.00000000,22591,22629,116,0.00013422
1733763422.41277289,0.00705699,2940,0.00040406,0.00000000,0,0.00000000,22629,22741,226,0.00010352
1733763422.41277289,0.00598098,2940,0.00036822,0.00000000,0,0.00000000,22741,22763,110,0.00012195
1733763422.48177433,0.00708594,3075,0.00047970,0.00000000,0,0.00000000,22763,22892,318,0.00011362
1733763422.48177433,0.00654419,3075,0.00058503,0.00000000,0,0.00000000,22892,22855,166,0.00010793
1733763422.55377579,0.00557452,3964,0.00040706,0.00000000,0,0.00000000,22855,22905,228,0.00012042
1733763422.55377579,0.00707046,3964,0.00033283,0.00000000,0,0.00000000,22905,22965,121,0.00010414
1733763422.61077714,0.00670928,3529,0.00061958,0.00000000,0,0.00000000,22965,23075,355,0.00007159
1733763422.61077714,0.00733035,3529,0.00039521,0.00000000,0,0.00000000,23075,23107,168,0.00011726
1733763422.68277860,0.00613547,2977,0.00040268,0.00000000,0,0.00000000,23107,23221,250,0.00009416
1733763422.68277860,0.00447870,2977,0.00034930,0.00000000,0,0.00000000,23221,23174,120,0.00013920
1733763422.75178003,0.00764596,3079,0.00061018,0.00000000,0,0.00000000,23174,23243,189,0.00010811
1733763422.75178003,0.00440904,3079,0.00018340,0.00000000,0,0.00000000,22410,22463,90,0.00010365
1733763422.82078147,0.00788225,3273,0.00051444,0.00000000,0,0.00000000,22463,22717,337,0.00012709
1733763422.82078147,0.00572161,3273,0.00032949,0.00000000,0,0.00000000,22717,22830,181,0.00010426
1733763422.88978314,0.00626576,3941,0.00030827,0.00000000,0,0.00000000,22830,22950,198,0.00011615
1733763422.88978314,0.00816195,3941,0.00034425,0.00000000,0,0.00000000,22950,22925,94,0.00007322
1733763422.95878458,0.00592257,3298,0.00046237,0.00000000,0,0.00000000,22925,23145,296,0.00011228
1733763422.95878458,0.00608916,3298,0.00032842,0.00000000,0,0.00000000,23145,23164,143,0.00009244
1733763423.02778602,0.00636656,3136,0.00041943,0.00000000,0,0.00000000,23164,23264,246,0.00009778
1733763423.02778602,0.00645851,3136,0.00027355,0.00000000,0,0.00000000,23264,23306,136,0.00007752
1733763423.09678745,0.00541445,3063,0.00032159,0.00000000,0,0.00000000,23306,23380,186,0.00012227
1733763423.09678745,0.00508782,3063,0.00018733,0.00000000,0,0.00000000,23380,23413,90,0.00011473
1733763423.16578889,0.00672804,3182,0.00056841,0.00000000,0,0.00000000,23413,23525,339,0.00007878
1733763423.16578889,0.00749664,3182,0.00044554,0.00000000,0,0.00000000,23525,23594,156,0.00011499
1733763423.23479033,0.00689597,4051,0.00047901,0.00000000,0,0.00000000,23594,23612,227,0.00012455
1733763423.23479033,0.00697079,4051,0.00023553,0.00000000,0,0.00000000,23612,23655,119,0.00013713
1733763423.30379176,0.00872720,3317,0.00084168,0.00000000,0,0.00000000,23655,23688,286,0.00010544
1733763423.30379176,0.00552242,3317,0.00036668,0.00000000,0,0.00000000,23688,23671,152,0.00014243
1733763423.37279344,0.00680248,3229,0.00043466,0.00000000,0,0.00000000,23671,23824,277,0.00010869
1733763423.37279344,0.00702888,3229,0.00030859,0.00000000,0,0.00000000,23824,23824,137,0.00011466
1733763423.44179487,0.00751375,3067,0.00083704,0.00000000,0,0.00000000,23824,23720,194,0.00008974
1733763423.44179487,0.00629643,3067,0.00027423,0.00000000,0,0.00000000,23720,23758,97,0.00009266
1733763423.51079631,0.00659390,2904,0.00051907,0.00000000,0,0.00000000,23758,24003,363,0.00012875
1733763423.51079631,0.00553220,2904,0.00041853,0.00000000,0,0.00000000,24003,23978,192,0.00012449
1733763423.57979774,0.00762956,3827,0.00039391,0.00000000,0,0.00000000,23978,24018,221,0.00010740
1733763423.57979774,0.00657166,3827,0.00021023,0.00000000,0,0.00000000,24018,24047,105,0.00011052
1733763423.64879918,0.00775401,3337,0.00052062,0.00000000,0,0.00000000,24047,24136,290,0.00010813
1733763423.64879918,0.00727713,3337,0.00042084,0.00000000,0,0.00000000,24136,24170,134,0.00008381
1733763423.71780062,0.00808977,3655,0.00064795,0.00000000,0,0.00000000,24170,24127,242,0.00011663
1733763423.71780062,0.00840605,3655,0.00018619,0.00000000,0,0.00000000,24127,24191,95,0.00012714
1733763423.78380203,0.00737691,3009,0.00043560,0.00000000,0,0.00000000,24191,24270,234,0.00014051
1733763423.78380203,0.00542727,3009,0.00032693,0.00000000,0,0.00000000,24270,24198,111,0.00011619
1733763423.85280347,0.00656790,2704,0.00061336,0.00000000,0,0.00000000,24198,24358,357,0.00009306
1733763423.85280347,0.00599014,2704,0.00090600,0.00000000,0,0.00000000,24358,24500,146,0.00013112
1733763423.92180514,0.00660533,3467,0.00025635,0.00000000,0,0.00000000,23060,23242,197,0.00008401
1733763423.92180514,0.00677874,3467,0.00013940,0.00000000,0,0.00000000,23242,23281,65,0.00012704
1733763423.99080658,0.00550936,3235,0.00033997,0.00000000,0,0.00000000,23281,23499,270,0.00007016
1733763423.99080658,0.00807684,3235,0.00027310,0.00000000,0,0.00000000,23499,23558,117,0.00012570
1733763424.05980802,0.00779402,3830,0.00043856,0.00000000,0,0.00000000,23558,23750,290,0.00007256
1733763424.05980802,0.00795163,3830,0.00040752,0.00000000,0,0.00000000,23750,23791,130,0.00011168
1733763424.12880945,0.00590033,3111,0.00034071,0.00000000,0,0.00000000,23791,23965,242,0.00007803
1733763424.12880945,0.00479751,3111,0.00023517,0.00000000,0,0.00000000,23965,24029,131,0.00006208
1733763424.19481087,0.00589967,2974,0.00045680,0.00000000,0,0.00000000,24029,24184,283,0.00011561
1733763424.19481087,0.00608950,2974,0.00042543,0.00000000,0,0.00000000,24184,24200,127,0.00012768
1733763424.26381230,0.00582581,2614,0.00027374,0.00000000,0,0.00000000,24200,24299,157,0.00008807
1733763424.26381230,0.00444448,2614,0.00012396,0.00000000,0,0.00000000,24299,24338,66,0.00011788
1733763424.32981372,0.00905021,2742,0.00075449,0.00000000,0,0.00000000,24338,24548,344,0.00011191
1733763424.32981372,0.00702875,2742,0.00039578,0.00000000,0,0.00000000,24548,24602,143,0.00013585
1733763424.39881516,0.00667746,3615,0.00029844,0.00000000,0,0.00000000,24602,24678,187,0.00015930
1733763424.39881516,0.00728205,3615,0.00018288,0.00000000,0,0.00000000,24678,24697,88,0.00011529
1733763424.46481657,0.00643361,3277,0.00050797,0.00000000,0,0.00000000,24697,24867,315,0.00013547
1733763424.46481657,0.00509041,3277,0.00051843,0.00000000,0,0.00000000,24867,24757,149,0.00007343
1733763424.53381801,0.00671594,3466,0.00043070,0.00000000,0,0.00000000,24757,24872,255,0.00012209
1733763424.53381801,0.00568736,3466,0.00020502,0.00000000,0,0.00000000,24872,24926,107,0.00011584
1733763424.59981942,0.00495543,2685,0.00042449,0.00000000,0,0.00000000,24926,25107,278,0.00012520
1733763424.59981942,0.00456965,2685,0.00025590,0.00000000,0,0.00000000,25107,25132,110,0.00007369
1733763424.66582084,0.00891403,2636,0.00216039,0.00000000,0,0.00000000,25132,25233,268,0.00010839
1733763424.66582084,0.00631207,2636,0.00033024,0.00000000,0,0.00000000,24111,24255,150,0.00014027
1733763424.73482251,0.00779876,2945,0.00044251,0.00000000,0,0.00000000,24255,24453,216,0.00007681
1733763424.73482251,0.00617720,2945,0.00026328,0.00000000,0,0.00000000,24453,24497,106,0.00009314
1733763424.80382395,0.00705204,2783,0.00060194,0.00000000,0,0.00000000,24497,24779,395,0.00012151
1733763424.80382395,0.00610038,2783,0.00029601,0.00000000,0,0.00000000,24779,24858,158,0.00009347
1733763424.86982536,0.00631322,3553,0.00039567,0.00000000,0,0.00000000,24858,25061,278,0.00008327
1733763424.86982536,0.00625073,3553,0.00020558,0.00000000,0,0.00000000,25061,25105,103,0.00010410
1733763424.93882680,0.00484482,2722,0.00046480,0.00000000,0,0.00000000,25105,25221,264,0.00013088
1733763424.93882680,0.00576107,2722,0.00032152,0.00000000,0,0.00000000,25221,25267,111,0.00009943
1733763425.00482821,0.00650089,2916,0.00059052,0.00000000,0,0.00000000,25267,25485,370,0.00011251
1733763425.00482821,0.00761165,2916,0.00049467,0.00000000,0,0.00000000,25485,25548,163,0.00009284
1733763425.07382965,0.00498573,2262,0.00029425,0.00000000,0,0.00000000,25548,25643,173,0.00006666
1733763425.07382965,0.00525873,2262,0.00023490,0.00000000,0,0.00000000,25643,25657,64,0.00012336
1733763425.13983107,0.00623087,2270,0.00044067,0.00000000,0,0.00000000,25657,25802,267,0.00009954
1733763425.13983107,0.00413439,2270,0.00022725,0.00000000,0,0.00000000,25802,25868,126,0.00013113
1733763425.20883250,0.00870918,3361,0.00067732,0.00000000,0,0.00000000,25868,26039,282,0.00010980
1733763425.20883250,0.00769642,3361,0.00049230,0.00000000,0,0.00000000,26039,26035,106,0.00010552
1733763425.27483392,0.00669735,2759,0.00078671,0.00000000,0,0.00000000,26035,26247,386,0.00012478
1733763425.27483392,0.00487849,2759,0.00025473,0.00000000,0,0.00000000,26247,26278,135,0.00010152
1733763425.34383535,0.00668610,2978,0.00058504,0.00000000,0,0.00000000,26278,26417,322,0.00012883
1733763425.34383535,0.00720465,2978,0.00033483,0.00000000,0,0.00000000,26417,26467,105,0.00007530
1733763425.41283679,0.00504088,2168,0.00058692,0.00000000,0,0.00000000,26467,26603,330,0.00011928
1733763425.41283679,0.00395699,2168,0.00034135,0.00000000,0,0.00000000,26603,26579,113,0.00009092
1733763425.47883821,0.00492417,2285,0.00051877,0.00000000,0,0.00000000,26579,26727,328,0.00010758
1733763425.47883821,0.00440920,2285,0.00028079,0.00000000,0,0.00000000,26727,26764,135,0.00011559
1733763425.54783964,0.00761610,2876,0.00038427,0.00000000,0,0.00000000,26764,26966,276,0.00009686
1733763425.54783964,0.00542142,2876,0.00031205,0.00000000,0,0.00000000,26655,26659,122,0.00010738
1733763425.61684132,0.00680958,2645,0.00077266,0.00000000,0,0.00000000,26659,26884,354,0.00010973
1733763425.61684132,0.00534414,2645,0.00040044,0.00000000,0,0.00000000,26884,26964,189,0.00011364
1733763425.68284273,0.00867488,3163,0.00060013,0.00000000,0,0.00000000,26964,27102,319,0.00010488
1733763425.68284273,0.00577535,3163,0.00039017,0.00000000,0,0.00000000,27102,27101,169,0.00009231
1733763425.74884415,0.00484013,2518,0.00039091,0.00000000,0,0.00000000,27101,27301,291,0.00012505
1733763425.74884415,0.00553182,2518,0.00036842,0.00000000,0,0.00000000,27301,27323,121,0.00005651
1733763425.81784558,0.00726659,2810,0.00051390,0.00000000,0,0.00000000,27323,27498,311,0.00006339
1733763425.81784558,0.00542839,2810,0.00068403,0.00000000,0,0.00000000,27498,27484,184,0.00010694
1733763425.88384700,0.00657493,2833,0.00033493,0.00000000,0,0.00000000,27069,27253,238,0.00006268
1733763425.88384700,0.00662183,2833,0.00029107,0.00000000,0,0.00000000,27253,27296,97,0.00010494
1733763425.95284843,0.00547875,2817,0.00062016,0.00000000,0,0.00000000,27296,27522,392,0.00009806
1733763425.95284843,0.00617139,2817,0.00045474,0.00000000,0,0.00000000,27522,27605,171,0.00011718
1733763426.02184987,0.00757145,3162,0.00056959,0.00000000,0,0.00000000,27605,27798,336,0.00008113
1733763426.02184987,0.00803404,3162,0.00083238,0.00000000,0,0.00000000,27798,27917,162,0.00009032
1733763426.09085131,0.00605673,2613,0.00046886,0.00000000,0,0.00000000,27045,27303,269,0.00012442
1733763426.09085131,0.00468814,2613,0.00035337,0.00000000,0,0.00000000,27303,27320,147,0.00008584
1733763426.15985274,0.00593796,3032,0.00036246,0.00000000,0,0.00000000,27320,27546,280,0.00010350
1733763426.15985274,0.00698889,3032,0.00054977,0.00000000,0,0.00000000,27546,27522,133,0.00009766
1733763426.22585416,0.00593059,2550,0.00030126,0.00000000,0,0.00000000,27522,27655,196,0.00009400
1733763426.22585416,0.00466157,2550,0.00020153,0.00000000,0,0.00000000,27655,27687,105,0.00009066
1733763426.29485559,0.00667958,2512,0.00051472,0.00000000,0,0.00000000,27687,27861,242,0.00008156
1733763426.29485559,0.00574098,2512,0.00037886,0.00000000,0,0.00000000,27861,27890,127,0.00007489
1733763426.36085701,0.00614271,3091,0.00040710,0.00000000,0,0.00000000,27890,28008,249,0.00005298
1733763426.36085701,0.00480148,3091,0.00023195,0.00000000,0,0.00000000,28008,28019,117,0.00010020
1733763426.42985845,0.00792778,2517,0.00070728,0.00000000,0,0.00000000,28019,28135,289,0.00021553
1733763426.42985845,0.00565021,2517,0.00033063,0.00000000,0,0.00000000,28135,28191,150,0.00006293
1733763426.49886012,0.00562931,3217,0.00030262,0.00000000,0,0.00000000,28191,28295,192,0.00009906
1733763426.49886012,0.00648392,3217,0.00063894,0.00000000,0,0.00000000,28295,28200,97,0.00009200
1733763426.56786156,0.00548367,2518,0.00037070,0.00000000,0,0.00000000,28200,28296,226,0.00011344
1733763426.56786156,0.00528192,2518,0.00029348,0.00000000,0,0.00000000,28296,28233,96,0.00008902
1733763426.63386297,0.00456307,2710,0.00042427,0.00000000,0,0.00000000,28233,28323,261,0.00005879
1733763426.63386297,0.00466765,2710,0.00024039,0.00000000,0,0.00000000,28323,28373,131,0.00006765
1733763426.70586443,0.00774648,3231,0.00054505,0.00000000,0,0.00000000,28373,28489,274,0.00010530
1733763426.70586443,0.00584703,3231,0.00034488,0.00000000,0,0.00000000,28489,28487,159,0.00005517
1733763426.77186584,0.00647946,2137,0.00068488,0.00000000,0,0.00000000,28487,28632,405,0.00010765
1733763426.77186584,0.00488744,2137,0.00036953,0.00000000,0,0.00000000,28632,28703,188,0.00010200
1733763426.84086728,0.00682314,3180,0.00049897,0.00000000,0,0.00000000,28703,28784,278,0.00010468
1733763426.84086728,0.00801131,3180,0.00038431,0.00000000,0,0.00000000,28784,28796,124,0.00009142
1733763426.90986872,0.00594826,1941,0.00049496,0.00000000,0,0.00000000,28796,28854,286,0.00011539
1733763426.90986872,0.00615548,1941,0.00041785,0.00000000,0,0.00000000,28854,28913,151,0.00010022
1733763426.97887015,0.00943149,2760,0.00090033,0.00000000,0,0.00000000,28913,28944,289,0.00009625
1733763426.97887015,0.00713076,2760,0.00041493,0.00000000,0,0.00000000,28944,29001,143,0.00007378
1733763427.04787183,0.00829815,2785,0.00070315,0.00000000,0,0.00000000,29001,29116,267,0.00010741
1733763427.04787183,0.00624345,2785,0.00020266,0.00000000,0,0.00000000,29116,29176,116,0.00010391
1733763427.11687326,0.00858193,2229,0.00117292,0.00000000,0,0.00000000,29176,29195,350,0.00009829
1733763427.11687326,0.00576734,2229,0.00032824,0.00000000,0,0.00000000,29195,29242,158,0.00010214
1733763427.18587470,0.00806839,3073,0.00054736,0.00000000,0,0.00000000,29242,29333,310,0.00009657
1733763427.18587470,0.00618748,3073,0.00024199,0.00000000,0,0.00000000,29333,29343,121,0.00009743
1733763427.25487614,0.00783636,1844,0.00103268,0.00000000,0,0.00000000,29343,29446,328,0.00009690
1733763427.25487614,0.00618235,1844,0.00029037,0.00000000,0,0.00000000,29446,29530,161,0.00006785
1733763427.32387757,0.00956973,2745,0.00158412,0.00000000,0,0.00000000,29530,29753,295,0.00010227
1733763427.32387757,0.00608367,2745,0.00023998,0.00000000,0,0.00000000,28381,28495,146,0.00009843
1733763427.39587927,0.00440532,1996,0.00026899,0.00000000,0,0.00000000,28495,28699,227,0.00007593
1733763427.39587927,0.00537013,1996,0.00028895,0.00000000,0,0.00000000,28699,28771,112,0.00008271
1733763427.46188068,0.00773796,2238,0.00038966,0.00000000,0,0.00000000,28771,29022,313,0.00009630
1733763427.46188068,0.00668039,2238,0.00032104,0.00000000,0,0.00000000,29022,29077,116,0.00012451
1733763427.53088212,0.00856523,2737,0.00061314,0.00000000,0,0.00000000,29077,29241,259,0.00006496
1733763427.53088212,0.00685876,2737,0.00023712,0.00000000,0,0.00000000,29241,29274,119,0.00006854
1733763427.60288358,0.00727508,1966,0.00064995,0.00000000,0,0.00000000,29274,29480,306,0.00011700
1733763427.60288358,0.00601803,1966,0.00034160,0.00000000,0,0.00000000,29480,29492,146,0.00008094
1733763427.67188501,0.00668058,2527,0.00050100,0.00000000,0,0.00000000,29492,29669,327,0.00011078
1733763427.67188501,0.00667197,2527,0.00039592,0.00000000,0,0.00000000,29669,29683,176,0.00009895
1733763427.74088645,0.00726115,1777,0.00070417,0.00000000,0,0.00000000,29683,29830,287,0.00011465
1733763427.74088645,0.00465899,1777,0.00033828,0.00000000,0,0.00000000,29830,29872,171,0.00008914
1733763427.80988789,0.00914155,2295,0.00087018,0.00000000,0,0.00000000,29872,30105,380,0.00007698
1733763427.80988789,0.00799400,2295,0.00040057,0.00000000,0,0.00000000,30105,30107,183,0.00011409
1733763427.88188958,0.00719424,1984,0.00153981,0.00000000,0,0.00000000,30107,30265,333,0.00010251
1733763427.88188958,0.00475260,1984,0.00019653,0.00000000,0,0.00000000,29095,29232,145,0.00007859
1733763427.95089102,0.00701823,2033,0.00065192,0.00000000,0,0.00000000,29232,29556,355,0.00010165
1733763427.95089102,0.00638785,2033,0.00042994,0.00000000,0,0.00000000,29556,29666,159,0.00010495
1733763428.01989245,0.00647865,2210,0.00052431,0.00000000,0,0.00000000,29666,29941,340,0.00008499
1733763428.01989245,0.00481566,2210,0.00030672,0.00000000,0,0.00000000,29941,30035,170,0.00007474
1733763428.09189391,0.00600496,1786,0.00061397,0.00000000,0,0.00000000,30035,30233,306,0.00011031
1733763428.09189391,0.00417314,1786,0.00026417,0.00000000,0,0.00000000,30233,30291,147,0.00009547
1733763428.16089559,0.00546648,2299,0.00049057,0.00000000,0,0.00000000,30291,30434,308,0.00007404
1733763428.16089559,0.00739437,2299,0.00040596,0.00000000,0,0.00000000,30434,30484,143,0.00007644
1733763428.22989702,0.00448040,1769,0.00041946,0.00000000,0,0.00000000,30484,30629,272,0.00010213
1733763428.22989702,0.00392453,1769,0.00018386,0.00000000,0,0.00000000,30629,30689,102,0.00004870
1733763428.30189848,0.00537227,2013,0.00044910,0.00000000,0,0.00000000,30689,30871,308,0.00004952
1733763428.30189848,0.00436835,2013,0.00031625,0.00000000,0,0.00000000,30871,30865,134,0.00008640
1733763428.37089992,0.00668339,2263,0.00056009,0.00000000,0,0.00000000,30865,30962,295,0.00008900
1733763428.37089992,0.00510823,2263,0.00023501,0.00000000,0,0.00000000,30962,30993,115,0.00007269
1733763428.43990135,0.00395703,1729,0.00038944,0.00000000,0,0.00000000,30993,31067,215,0.00009912
1733763428.43990135,0.00455889,1729,0.00023527,0.00000000,0,0.00000000,31067,31088,113,0.00009902
